blind_id,axis,obligation_id,requirement_mode,evaluator_status,evaluator_rationale,failure_family_if_blocking,ia_codes_if_fail
C04,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C04,V_VALIDATED,PO17,M,UNKNOWN,Frozen packet does not supply sufficient evidence for validation of transferred prediction.,,
C05,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C05,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C05,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C05,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C05,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C05,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C05,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C05,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C05,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C05,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C05,F_FORMAL,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C05,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C05,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C05,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C05,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C05,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C05,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C05,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C05,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C05,M_MECHANISTIC,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C05,M_MECHANISTIC,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C05,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C05,M_MECHANISTIC,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C05,M_MECHANISTIC,PO06,M,FAIL,Landauer operation/thermal-environment assumptions are not satisfied by a universal static-bit claim.,ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
C05,M_MECHANISTIC,PO07,M,FAIL,The claim is universal although the frozen physical result is operation- and regime-bounded.,ASSUMPTION_REGIME,IA07_REGIME_EXTRAPOLATION
C05,M_MECHANISTIC,PO08,M,FAIL,No target operation/state mechanism turns an abstract stored bit into a recoverable energy reservoir.,MECHANISM_CAUSALITY,IA08_MECHANISM_SMUGGLING
C05,M_MECHANISTIC,PO09,M,FAIL,The asserted static energy reservoir is incompatible with the operation-dependent thermodynamic accounting frozen in the packet.,INVARIANT_PARAMETER,IA10_CONSERVATION_INVARIANT_VIOLATION
C05,M_MECHANISTIC,PO10,M,FAIL,kT ln2 is imported as an intrinsic stored-energy parameter without target operation/state calibration.,INVARIANT_PARAMETER,IA11_PARAMETER_SMUGGLING
C05,M_MECHANISTIC,PO11,M,FAIL,Frozen information-thermodynamics evidence distinguishes operation costs from intrinsic energy per stored bit.,EMPIRICAL,IA12_EMPIRICAL_COLLISION
C05,M_MECHANISTIC,PO12,C,NOT_APPLICABLE,Uncertainty/sensitivity is not activated by this bounded axis claim.,,
C05,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C06,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C06,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C06,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C06,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C06,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C06,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C06,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C06,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C06,F_FORMAL,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C06,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C06,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C06,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C06,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C06,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C06,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C06,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C06,M_MECHANISTIC,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C06,M_MECHANISTIC,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C06,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C06,M_MECHANISTIC,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C06,M_MECHANISTIC,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C06,M_MECHANISTIC,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C06,M_MECHANISTIC,PO08,M,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C06,M_MECHANISTIC,PO09,M,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C06,M_MECHANISTIC,PO10,M,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C06,M_MECHANISTIC,PO11,M,UNKNOWN,Frozen packet does not supply sufficient evidence for empirical-envelope compatibility.,,
C06,M_MECHANISTIC,PO12,C,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C06,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,P_PREDICTIVE,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C06,P_PREDICTIVE,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C06,P_PREDICTIVE,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C06,P_PREDICTIVE,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C06,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C06,P_PREDICTIVE,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C06,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C06,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C06,P_PREDICTIVE,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C06,P_PREDICTIVE,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C06,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C06,P_PREDICTIVE,PO11,M,UNKNOWN,Frozen packet does not supply sufficient evidence for empirical-envelope compatibility.,,
C06,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C06,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C06,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C06,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C06,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C06,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C06,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C06,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C06,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C06,V_VALIDATED,PO05,C,PASS,Frozen packet supplies affirmative evidence for dimensional/metrological validity.,,
C06,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C06,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C06,V_VALIDATED,PO08,C,PASS,Frozen packet supplies affirmative evidence for causal/mechanistic compatibility.,,
C06,V_VALIDATED,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C06,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C06,V_VALIDATED,PO11,M,UNKNOWN,Frozen packet does not supply sufficient evidence for empirical-envelope compatibility.,,
C06,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C06,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C06,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C06,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C06,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C06,V_VALIDATED,PO17,M,UNKNOWN,Frozen packet does not supply sufficient evidence for validation of transferred prediction.,,
C07,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C07,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C07,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C07,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C07,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C07,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C07,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C07,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C07,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C07,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C07,F_FORMAL,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C07,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C07,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C07,F_FORMAL,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C07,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C07,F_FORMAL,PO11,C,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C07,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C07,P_PREDICTIVE,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C07,P_PREDICTIVE,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C07,P_PREDICTIVE,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C07,P_PREDICTIVE,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C07,P_PREDICTIVE,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C07,P_PREDICTIVE,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C07,P_PREDICTIVE,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C07,P_PREDICTIVE,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C07,P_PREDICTIVE,PO08,C,NOT_APPLICABLE,Causal/mechanistic compatibility is not activated by this bounded axis claim.,,
C07,P_PREDICTIVE,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C07,P_PREDICTIVE,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C07,P_PREDICTIVE,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C07,P_PREDICTIVE,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C07,P_PREDICTIVE,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C07,P_PREDICTIVE,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C07,P_PREDICTIVE,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C07,P_PREDICTIVE,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C07,V_VALIDATED,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C07,V_VALIDATED,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C07,V_VALIDATED,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C07,V_VALIDATED,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C07,V_VALIDATED,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C07,V_VALIDATED,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C07,V_VALIDATED,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C07,V_VALIDATED,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C07,V_VALIDATED,PO08,C,NOT_APPLICABLE,Causal/mechanistic compatibility is not activated by this bounded axis claim.,,
C07,V_VALIDATED,PO09,C,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C07,V_VALIDATED,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C07,V_VALIDATED,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C07,V_VALIDATED,PO12,M,PASS,Frozen packet supplies affirmative evidence for uncertainty/sensitivity.,,
C07,V_VALIDATED,PO13,M,PASS,Frozen packet supplies affirmative evidence for discriminating target prediction.,,
C07,V_VALIDATED,PO14,M,PASS,Frozen packet supplies affirmative evidence for falsification route/negative control.,,
C07,V_VALIDATED,PO15,C,NOT_APPLICABLE,Novelty/prior-art check is not activated by this bounded axis claim.,,
C07,V_VALIDATED,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C07,V_VALIDATED,PO17,M,UNKNOWN,Frozen packet does not supply sufficient evidence for validation of transferred prediction.,,
C08,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C08,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C08,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C08,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C08,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C08,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C08,F_FORMAL,PO01,M,FAIL,No literal source-to-target map from market quantities to thermodynamic state variables is supplied.,MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C08,F_FORMAL,PO02,M,FAIL,"Price, money, and utility are not shown compatible with physical temperature or energy roles.",MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C08,F_FORMAL,PO03,M,FAIL,The literal thermodynamic relations are not preserved in the target vocabulary.,MAPPING_TYPE_RELATION,IA03_RELATION_BREAK
C08,F_FORMAL,PO04,M,FAIL,No semantically valid target thermodynamic state-equation formalism is supplied.,FORMAL_METROLOGY,IA04_FORMAL_DOMAIN_ERROR
C08,F_FORMAL,PO05,C,FAIL,No unit-consistent map makes currency/price/utility physical energy or temperature.,FORMAL_METROLOGY,IA05_DIMENSIONAL_ERROR
C08,F_FORMAL,PO06,M,FAIL,"Closed-system, equilibrium, and conservation assumptions are not target-verified.",ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
C08,F_FORMAL,PO07,M,FAIL,"The claim exceeds the frozen open, adaptive, nonstationary-market regime.",ASSUMPTION_REGIME,IA07_REGIME_EXTRAPOLATION
C08,F_FORMAL,PO09,C,FAIL,The asserted literal conservation/state-law transfer lacks target invariant compatibility.,INVARIANT_PARAMETER,IA10_CONSERVATION_INVARIANT_VIOLATION
C08,F_FORMAL,PO10,C,FAIL,No calibration maps economic quantities to physical thermodynamic parameters.,INVARIANT_PARAMETER,IA11_PARAMETER_SMUGGLING
C08,F_FORMAL,PO11,C,FAIL,Frozen market properties conflict with the literal thermodynamic-law assertion.,EMPIRICAL,IA12_EMPIRICAL_COLLISION
C08,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C08,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C08,M_MECHANISTIC,PO01,M,FAIL,No literal market-to-thermodynamic mechanism map is supplied.,MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C08,M_MECHANISTIC,PO02,M,FAIL,Economic and molecular-thermal roles are not compatible for the claimed identity.,MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C08,M_MECHANISTIC,PO03,M,FAIL,The material thermodynamic relations do not survive the literal market translation.,MAPPING_TYPE_RELATION,IA03_RELATION_BREAK
C08,M_MECHANISTIC,PO04,M,FAIL,The target lacks a valid formal model establishing the literal physical-law claim.,FORMAL_METROLOGY,IA04_FORMAL_DOMAIN_ERROR
C08,M_MECHANISTIC,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C08,M_MECHANISTIC,PO06,M,FAIL,Required closed-system/equilibrium assumptions are not target-verified.,ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
C08,M_MECHANISTIC,PO07,M,FAIL,"Open, strategic, nonstationary markets are outside the asserted physical-equilibrium regime.",ASSUMPTION_REGIME,IA07_REGIME_EXTRAPOLATION
C08,M_MECHANISTIC,PO08,M,FAIL,No molecular collision or heat-bath causal mechanism is evidenced in markets.,MECHANISM_CAUSALITY,IA08_MECHANISM_SMUGGLING
C08,M_MECHANISTIC,PO09,M,FAIL,No compatible target conservation/invariant basis is supplied.,INVARIANT_PARAMETER,IA10_CONSERVATION_INVARIANT_VIOLATION
C08,M_MECHANISTIC,PO10,M,FAIL,No physical calibration for market quantities is supplied.,INVARIANT_PARAMETER,IA11_PARAMETER_SMUGGLING
C08,M_MECHANISTIC,PO11,M,FAIL,Frozen target evidence is inconsistent with the literal thermal mechanism.,EMPIRICAL,IA12_EMPIRICAL_COLLISION
C08,M_MECHANISTIC,PO12,C,NOT_APPLICABLE,Uncertainty/sensitivity is not activated by this bounded axis claim.,,
C08,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C09,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C09,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C09,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C09,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C09,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C09,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C09,F_FORMAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C09,F_FORMAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C09,F_FORMAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C09,F_FORMAL,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C09,F_FORMAL,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C09,F_FORMAL,PO06,M,PASS,Frozen packet supplies affirmative evidence for assumption transport.,,
C09,F_FORMAL,PO07,M,PASS,"Frozen packet supplies affirmative evidence for boundary, scale, and regime coverage.",,
C09,F_FORMAL,PO09,C,NOT_APPLICABLE,Invariant/conservation compatibility is not activated by this bounded axis claim.,,
C09,F_FORMAL,PO10,C,PASS,Frozen packet supplies affirmative evidence for parameter transport/calibration.,,
C09,F_FORMAL,PO11,C,NOT_APPLICABLE,Empirical-envelope compatibility is not activated by this bounded axis claim.,,
C09,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C09,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C09,M_MECHANISTIC,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C09,M_MECHANISTIC,PO02,M,FAIL,"Social resharing, forgetting, incentives, and platform effects do not occupy literal infection/immunity roles.",MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C09,M_MECHANISTIC,PO03,M,FAIL,Biological infection/recovery/immunity relations are not preserved by the target process.,MAPPING_TYPE_RELATION,IA03_RELATION_BREAK
C09,M_MECHANISTIC,PO04,M,PASS,Frozen packet supplies affirmative evidence for target formal well-formedness.,,
C09,M_MECHANISTIC,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C09,M_MECHANISTIC,PO06,M,FAIL,Biological immunity/recovery assumptions are silently inherited despite explicit target differences.,ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
C09,M_MECHANISTIC,PO07,M,FAIL,The literal biological claim exceeds the stated target approximation regime.,ASSUMPTION_REGIME,IA07_REGIME_EXTRAPOLATION
C09,M_MECHANISTIC,PO08,M,FAIL,A fitted social ODE is presented as a biological infection mechanism without causal support.,MECHANISM_CAUSALITY,IA08_MECHANISM_SMUGGLING
C09,M_MECHANISTIC,PO09,M,PASS,Frozen packet supplies affirmative evidence for invariant/conservation compatibility.,,
C09,M_MECHANISTIC,PO10,M,FAIL,A biological R0/recovery constant is treated as the same target parameter.,INVARIANT_PARAMETER,IA11_PARAMETER_SMUGGLING
C09,M_MECHANISTIC,PO11,M,PASS,Frozen packet supplies affirmative evidence for empirical-envelope compatibility.,,
C09,M_MECHANISTIC,PO12,C,NOT_APPLICABLE,Uncertainty/sensitivity is not activated by this bounded axis claim.,,
C09,M_MECHANISTIC,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C10,S_STRUCTURAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C10,S_STRUCTURAL,PO01,M,PASS,Frozen packet supplies affirmative evidence for explicit mapping declaration.,,
C10,S_STRUCTURAL,PO02,M,PASS,Frozen packet supplies affirmative evidence for type and role compatibility.,,
C10,S_STRUCTURAL,PO03,M,PASS,Frozen packet supplies affirmative evidence for relation preservation.,,
C10,S_STRUCTURAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C10,F_FORMAL,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C10,F_FORMAL,PO01,M,FAIL,No semantics-preserving compiler/interpreter mapping is supplied.,MAPPING_TYPE_RELATION,IA01_LEXICAL_SUBSTITUTION
C10,F_FORMAL,PO02,M,FAIL,Programmer-defined instruction roles are not shown compatible with molecular regulation.,MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C10,F_FORMAL,PO03,M,FAIL,Ordinary software execution relations are not preserved in gene regulation.,MAPPING_TYPE_RELATION,IA03_RELATION_BREAK
C10,F_FORMAL,PO04,M,FAIL,No valid target execution semantics formalism is supplied.,FORMAL_METROLOGY,IA04_FORMAL_DOMAIN_ERROR
C10,F_FORMAL,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C10,F_FORMAL,PO06,M,FAIL,Software runtime/semantic assumptions are not target-verified.,ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
C10,F_FORMAL,PO07,M,FAIL,No bounded target regime licenses literal software execution semantics.,ASSUMPTION_REGIME,IA07_REGIME_EXTRAPOLATION
C10,F_FORMAL,PO09,C,NOT_APPLICABLE,Invariant/conservation compatibility is not activated by this bounded axis claim.,,
C10,F_FORMAL,PO10,C,NOT_APPLICABLE,Parameter transport/calibration is not activated by this bounded axis claim.,,
C10,F_FORMAL,PO11,C,FAIL,Frozen molecular-genetics constraints conflict with literal software execution semantics.,EMPIRICAL,IA12_EMPIRICAL_COLLISION
C10,F_FORMAL,PO16,M,PASS,Frozen packet supplies affirmative evidence for provenance completeness.,,
C10,M_MECHANISTIC,PO00,M,PASS,Frozen packet supplies affirmative evidence for source/target grounding.,,
C10,M_MECHANISTIC,PO01,M,FAIL,No semantics-preserving compiler/interpreter mapping is supplied.,MAPPING_TYPE_RELATION,IA01_LEXICAL_SUBSTITUTION
C10,M_MECHANISTIC,PO02,M,FAIL,Programmer-defined instruction roles are not shown compatible with molecular regulation.,MAPPING_TYPE_RELATION,IA02_TYPE_ROLE_MISMATCH
C10,M_MECHANISTIC,PO03,M,FAIL,Ordinary software execution relations are not preserved in gene regulation.,MAPPING_TYPE_RELATION,IA03_RELATION_BREAK
C10,M_MECHANISTIC,PO04,M,FAIL,No valid target execution semantics formalism is supplied.,FORMAL_METROLOGY,IA04_FORMAL_DOMAIN_ERROR
C10,M_MECHANISTIC,PO05,C,NOT_APPLICABLE,Dimensional/metrological validity is not activated by this bounded axis claim.,,
C10,M_MECHANISTIC,PO06,M,FAIL,Software runtime/semantic assumptions are not target-verified.,ASSUMPTION_REGIME,IA06_ASSUMPTION_LAUNDERING
